real wU wUE  wI wIE  user  film
 2.5 2.5 0.0 3.9 1.4 38.0 47.0
 3.5 3.1 0.4 4.2 0.7 177.0 163.0
 1.5 1.0 0.5 2.9 1.4 8777.0 623.0
 3.5 1.3 2.2 3.1 0.4 5190.0 546.0
 3.0 2.1 0.9 3.4 0.4 366.0 508.0
 4.5 2.6 1.9 3.8 0.7 467.0 198.0
 4.0 1.9 2.1 3.8 0.2 625.0 546.0
 1.5 2.5 1.0 3.7 2.2 128.0 331.0
 5.0 2.9 2.1 3.6 1.4 168.0 602.0
 5.0 1.5 3.5 3.7 1.3 2353.0 546.0
 4.0 2.6 1.4 3.8 0.2 2295.0 575.0
 3.0 2.5 0.5 3.1 0.1 2061.0 246.0
 5.0 3.0 2.0 4.1 0.9 747.0 153.0
 3.0 2.6 0.4 3.0 0.0 47.0 535.0
 4.0 3.3 0.7 3.0 1.0 278.0 669.0
 4.0 1.9 2.1 3.4 0.6 363.0 546.0
 4.0 1.4 2.6 3.3 0.7 1791.0 474.0
 4.0 2.6 1.4 3.3 0.7 72.0 665.0
 2.0 1.7 0.3 2.5 0.5 1117.0 411.0
 3.0 2.4 0.6 3.0 0.0 751.0 597.0
 4.0 2.3 1.7 4.1 0.1 2192.0 372.0
 4.0 2.8 1.2 4.1 0.1 121.0 327.0
 5.0 2.5 2.5 4.0 1.0 290.0 517.0
 1.0 0.6 0.4 3.2 2.2 7195.0 608.0
 2.0 3.0 1.0 3.4 1.4 139.0 628.0
 3.0 1.9 1.1 3.6 0.6 4408.0 305.0
 5.0 3.0 2.0 2.4 2.6 656.0 260.0
 4.0 2.1 1.9 2.8 1.2 538.0 262.0
 4.0 2.6 1.4 3.9 0.1 103.0 24.0
 2.5 1.7 0.8 3.0 0.5 2702.0 467.0
 3.0 2.8 0.2 2.8 0.2 48.0 632.0
 4.5 1.3 3.2 3.8 0.7 2449.0 467.0
 4.5 2.0 2.5 4.0 0.5 219.0 310.0
 3.0 2.0 1.0 3.2 0.2 5676.0 246.0
 3.0 3.6 0.6 2.4 0.6 30.0 113.0
 4.0 3.0 1.0 3.8 0.2 1435.0 252.0
 4.0 3.1 0.9 3.3 0.7 75.0 495.0
 3.0 1.2 1.8 4.5 1.5 5385.0 212.0
 2.0 1.7 0.3 3.5 1.5 3076.0 194.0
 3.5 3.2 0.3 3.6 0.1 132.0 622.0
 4.0 3.3 0.7 3.9 0.1 197.0 133.0
 5.0 2.4 2.6 4.2 0.8 5492.0 596.0
 3.0 2.0 1.0 3.9 0.9 2090.0 467.0
 5.0 3.0 2.0 3.8 1.2 762.0 241.0
 4.0 2.4 1.6 3.4 0.6 409.0 366.0
 4.5 2.7 1.8 4.2 0.3 158.0 595.0
 3.5 1.8 1.7 4.1 0.6 327.0 132.0
 1.5 1.0 0.5 2.7 1.2 3801.0 623.0
 3.5 1.9 1.6 2.7 0.8 2145.0 104.0
 5.0 2.3 2.7 3.7 1.3 892.0 29.0
 3.0 2.9 0.1 3.3 0.3 696.0 181.0
 4.5 2.5 2.0 3.7 0.8 1527.0 523.0
 2.0 2.1 0.1 3.0 1.0 11.0 284.0
 3.5 2.7 0.8 2.7 0.8 2272.0 77.0
 2.0 1.6 0.4 2.5 0.5 4307.0 579.0
 3.0 2.4 0.6 3.5 0.5 1384.0 71.0
 4.0 3.1 0.9 3.2 0.8 90.0 143.0
 3.0 2.3 0.7 3.6 0.6 301.0 74.0
 5.0 2.7 2.3 3.8 1.2 89.0 21.0
 2.0 2.2 0.2 3.2 1.2 589.0 509.0
 5.0 2.5 2.5 3.1 1.9 4361.0 97.0
 4.0 3.3 0.7 3.2 0.8 879.0 250.0
 3.0 2.7 0.3 3.9 0.9 519.0 312.0
 4.5 1.3 3.2 4.3 0.2 2785.0 546.0
 2.0 2.8 0.8 3.8 1.8 27.0 404.0
 3.0 2.2 0.8 2.7 0.3 1079.0 625.0
 4.0 3.2 0.8 2.5 1.5 148.0 150.0
 4.0 2.9 1.1 3.3 0.7 876.0 245.0
 4.5 1.5 3.0 4.4 0.1 3361.0 310.0
 3.5 2.6 0.9 3.2 0.3 879.0 573.0
 4.0 3.0 1.0 4.0 0.0 103.0 607.0
 1.0 2.5 1.5 3.3 2.3 347.0 471.0
 3.0 2.4 0.6 3.8 0.8 942.0 116.0
 5.0 2.8 2.2 3.8 1.2 477.0 184.0
 4.0 3.0 1.0 3.2 0.8 340.0 249.0
 4.0 2.2 1.8 2.7 1.3 6457.0 433.0
 4.5 2.3 2.2 3.0 1.5 1406.0 405.0
 3.5 1.2 2.3 3.1 0.4 4041.0 546.0
 4.0 2.2 1.8 4.1 0.1 798.0 604.0
 5.0 2.9 2.1 3.8 1.2 391.0 159.0
 4.0 2.7 1.3 3.3 0.7 876.0 231.0
 4.0 2.3 1.7 3.9 0.1 2646.0 362.0
 3.0 2.7 0.3 3.6 0.6 1138.0 524.0
 4.5 3.0 1.5 3.7 0.8 350.0 430.0
 3.5 1.7 1.8 4.5 1.0 869.0 467.0
 3.0 2.6 0.4 3.6 0.6 844.0 119.0
 3.0 2.7 0.3 3.4 0.4 806.0 433.0
 3.5 1.3 2.2 3.0 0.5 6460.0 451.0
 4.0 2.6 1.4 3.8 0.2 348.0 422.0
 3.5 2.7 0.8 4.2 0.7 474.0 312.0
 4.5 2.0 2.5 3.6 0.9 2465.0 528.0
 4.0 2.7 1.3 4.1 0.1 459.0 329.0
 4.5 2.5 2.0 3.8 0.7 57.0 149.0
 1.5 1.5 0.0 2.2 0.7 1205.0 72.0
 4.0 2.1 1.9 4.4 0.4 5037.0 663.0
 4.0 3.5 0.5 4.0 0.0 457.0 210.0
 1.0 1.9 0.9 3.4 2.4 542.0 625.0
 4.0 2.2 1.8 3.5 0.5 392.0 211.0
 4.0 1.9 2.1 3.6 0.4 488.0 451.0
 4.0 2.1 1.9 4.2 0.2 2397.0 47.0
 3.5 3.1 0.4 3.5 0.0 229.0 100.0
 5.0 2.7 2.3 2.9 2.1 610.0 281.0
 3.5 1.1 2.4 4.0 0.5 1257.0 14.0
 1.0 2.2 1.2 3.7 2.7 4597.0 387.0
 3.0 1.1 1.9 3.5 0.5 2922.0 546.0
 5.0 2.6 2.4 3.5 1.5 2177.0 536.0
 2.5 1.0 1.5 2.2 0.3 5433.0 212.0
 3.0 1.8 1.2 4.0 1.0 2302.0 504.0
 4.0 2.8 1.2 3.7 0.3 576.0 624.0
 5.0 3.4 1.6 4.2 0.8 24.0 124.0
 3.5 2.5 1.0 3.7 0.2 118.0 262.0
 3.0 2.0 1.0 2.4 0.6 5466.0 246.0
 3.0 2.6 0.4 2.9 0.1 86.0 534.0
 5.0 2.7 2.3 4.1 0.9 184.0 29.0
 4.0 2.3 1.7 3.8 0.2 748.0 357.0
 5.0 2.6 2.4 4.1 0.9 189.0 29.0
 3.0 1.3 1.7 4.0 1.0 6551.0 352.0
 5.0 2.5 2.5 4.0 1.0 871.0 101.0
 3.0 2.5 0.5 2.9 0.1 1049.0 584.0
 5.0 2.9 2.1 3.2 1.8 1433.0 654.0
 4.0 2.0 2.0 3.8 0.2 1297.0 51.0
 5.0 2.5 2.5 4.2 0.8 786.0 594.0
 4.0 2.6 1.4 3.6 0.4 59.0 395.0
 4.5 2.7 1.8 3.8 0.7 358.0 87.0
 2.0 1.5 0.5 2.8 0.8 4650.0 379.0
 4.0 2.9 1.1 2.9 1.1 644.0 286.0
 2.0 1.0 1.0 1.5 0.5 5438.0 623.0
 3.5 1.8 1.7 3.3 0.2 1206.0 72.0
 3.5 1.6 1.9 3.5 0.0 4809.0 404.0
 3.0 2.0 1.0 3.2 0.2 2506.0 438.0
 5.0 3.0 2.0 3.5 1.5 59.0 145.0
 3.0 1.5 1.5 2.0 1.0 4752.0 293.0
 5.0 3.0 2.0 3.2 1.8 937.0 97.0
 4.0 3.0 1.0 3.5 0.5 417.0 43.0
 3.5 3.0 0.5 4.1 0.6 179.0 235.0
 3.0 2.1 0.9 3.8 0.8 5581.0 492.0
 2.0 2.2 0.2 3.2 1.2 2071.0 387.0
 5.0 3.2 1.8 3.9 1.1 519.0 584.0
 4.0 1.9 2.1 3.3 0.7 311.0 118.0
 5.0 2.6 2.4 4.1 0.9 698.0 536.0
 2.0 2.4 0.4 2.3 0.3 2529.0 420.0
 5.0 1.9 3.1 4.3 0.7 1443.0 471.0
 4.0 2.8 1.2 3.5 0.5 971.0 117.0
 5.0 2.6 2.4 4.0 1.0 1594.0 479.0
 3.0 2.9 0.1 3.0 0.0 20.0 301.0
 4.0 3.5 0.5 3.8 0.2 332.0 152.0
 4.0 2.8 1.2 3.9 0.1 225.0 93.0
 3.0 2.7 0.3 3.7 0.7 709.0 208.0
 3.0 2.5 0.5 1.8 1.2 1107.0 591.0
 4.0 2.2 1.8 3.6 0.4 492.0 72.0
 4.5 2.8 1.7 3.6 0.9 232.0 252.0
 3.0 1.8 1.2 4.0 1.0 1967.0 211.0
 4.0 2.4 1.6 3.3 0.7 591.0 349.0
 1.0 2.6 1.6 3.6 2.6 131.0 560.0
 3.5 1.6 1.9 3.2 0.3 6631.0 460.0
 4.0 2.8 1.2 4.0 0.0 129.0 663.0
 4.0 1.7 2.3 3.2 0.8 6701.0 598.0
 5.0 2.5 2.5 4.1 0.9 179.0 72.0
 4.0 2.1 1.9 3.2 0.8 1193.0 129.0
 4.0 3.6 0.4 3.6 0.4 29.0 289.0
 5.0 2.2 2.8 3.6 1.4 2668.0 201.0
 5.0 3.0 2.0 3.8 1.2 332.0 8.0
 3.0 2.3 0.7 3.4 0.4 2570.0 607.0
 5.0 1.7 3.3 3.7 1.3 1221.0 14.0
 4.5 3.0 1.5 3.9 0.6 113.0 158.0
 4.0 1.5 2.5 3.5 0.5 7420.0 528.0
 5.0 2.5 2.5 3.9 1.1 1944.0 253.0
 3.0 1.8 1.2 2.7 0.3 4274.0 451.0
 1.0 2.3 1.3 3.1 2.1 102.0 499.0
 3.5 2.8 0.7 3.2 0.3 347.0 416.0
 1.0 2.3 1.3 3.1 2.1 1043.0 462.0
 4.5 2.2 2.3 3.3 1.2 1870.0 614.0
 4.0 2.4 1.6 2.1 1.9 822.0 651.0
 4.0 2.6 1.4 3.9 0.1 584.0 104.0
 4.0 2.9 1.1 3.6 0.4 1260.0 291.0
 4.0 2.9 1.1 3.8 0.2 354.0 426.0
 0.5 3.2 2.7 2.2 1.7 5036.0 431.0
 3.0 3.1 0.1 3.1 0.1 816.0 488.0
 5.0 2.8 2.2 3.9 1.1 573.0 133.0
 4.5 2.5 2.0 3.6 0.9 229.0 573.0
 4.0 2.4 1.6 3.5 0.5 335.0 579.0
 2.5 1.4 1.1 2.8 0.3 4867.0 164.0
 4.0 1.7 2.3 3.5 0.5 3490.0 199.0
 4.5 2.8 1.7 3.8 0.7 435.0 562.0
 2.5 1.7 0.8 3.3 0.8 3611.0 204.0
 3.5 1.9 1.6 3.4 0.1 1007.0 164.0
 5.0 3.6 1.4 3.5 1.5 69.0 567.0
 3.0 2.4 0.6 3.9 0.9 913.0 32.0
 4.5 3.0 1.5 3.8 0.7 1435.0 500.0
 4.0 2.5 1.5 3.8 0.2 358.0 345.0
 5.0 2.9 2.1 3.4 1.6 1154.0 557.0
 3.0 2.2 0.8 2.9 0.1 662.0 194.0
 4.0 2.2 1.8 2.8 1.2 6324.0 515.0
 3.5 3.2 0.3 3.8 0.3 170.0 339.0
 5.0 2.0 3.0 4.0 1.0 1993.0 627.0
 5.0 2.9 2.1 4.3 0.7 157.0 595.0
 4.0 1.7 2.3 3.7 0.3 5926.0 269.0
 1.0 2.8 1.8 3.5 2.5 763.0 127.0
 4.0 3.2 0.8 3.5 0.5 72.0 591.0
 4.5 3.2 1.3 3.5 1.0 72.0 62.0
 4.0 2.3 1.7 3.5 0.5 379.0 55.0
 5.0 1.6 3.4 3.7 1.3 1948.0 563.0
 5.0 3.4 1.6 3.9 1.1 197.0 200.0
 4.0 1.7 2.3 3.0 1.0 4810.0 149.0
 3.0 2.3 0.7 3.4 0.4 22.0 546.0
 4.0 3.3 0.7 4.1 0.1 121.0 189.0
 3.0 3.0 0.0 3.4 0.4 58.0 589.0
 3.0 3.0 0.0 3.1 0.1 432.0 505.0
 4.5 3.1 1.4 4.1 0.4 742.0 369.0
 5.0 3.4 1.6 3.5 1.5 1506.0 39.0
 3.0 2.8 0.2 3.6 0.6 483.0 471.0
 3.0 2.4 0.6 3.7 0.7 778.0 574.0
 5.0 3.0 2.0 3.7 1.3 174.0 465.0
 4.0 2.0 2.0 3.8 0.2 5558.0 462.0
 2.5 2.1 0.4 3.9 1.4 343.0 467.0
 2.0 2.4 0.4 3.3 1.3 45.0 563.0
 4.0 3.2 0.8 4.0 0.0 389.0 650.0
 3.5 1.9 1.6 4.3 0.8 4198.0 504.0
 5.0 2.7 2.3 3.7 1.3 174.0 22.0
 3.0 2.2 0.8 3.2 0.2 915.0 462.0
 3.0 1.9 1.1 2.6 0.4 2175.0 579.0
 4.0 3.2 0.8 3.0 1.0 102.0 136.0
 4.0 2.4 1.6 3.8 0.2 517.0 47.0
 4.0 2.1 1.9 3.6 0.4 43.0 604.0
 4.5 3.0 1.5 3.4 1.1 1384.0 260.0
 5.0 1.4 3.6 4.0 1.0 4009.0 72.0
 5.0 2.7 2.3 3.6 1.4 447.0 91.0
 3.5 1.5 2.0 3.1 0.4 3261.0 47.0
 5.0 2.2 2.8 3.8 1.2 5.0 508.0
 3.5 3.1 0.4 3.9 0.4 467.0 291.0
 4.0 1.6 2.4 3.9 0.1 2013.0 528.0
 3.0 2.6 0.4 3.1 0.1 4238.0 536.0
 4.0 3.1 0.9 3.6 0.4 1832.0 502.0
 2.0 2.4 0.4 3.6 1.6 176.0 118.0
 4.5 2.4 2.1 4.2 0.3 733.0 504.0
 3.0 1.5 1.5 3.4 0.4 254.0 451.0
 3.0 2.1 0.9 3.3 0.3 2752.0 396.0
 4.5 2.7 1.8 4.3 0.2 157.0 71.0
 4.5 3.5 1.0 3.7 0.8 447.0 576.0
 3.0 3.1 0.1 3.1 0.1 654.0 587.0
 5.0 1.6 3.4 3.7 1.3 4429.0 563.0
 2.5 1.5 1.0 3.2 0.7 3690.0 467.0
 3.0 2.7 0.3 2.7 0.3 3589.0 69.0
 2.0 2.0 0.0 3.3 1.3 17.0 211.0
 5.0 3.6 1.4 3.9 1.1 387.0 229.0
 2.0 1.6 0.4 3.4 1.4 3674.0 379.0
 4.5 2.9 1.6 3.8 0.7 89.0 470.0
 3.0 2.6 0.4 2.7 0.3 3123.0 360.0
 5.0 3.1 1.9 3.8 1.2 2090.0 341.0
 2.5 2.1 0.4 3.1 0.6 331.0 499.0
 5.0 1.9 3.1 4.0 1.0 457.0 14.0
 3.5 2.1 1.4 2.9 0.6 1342.0 663.0
 3.0 2.6 0.4 2.3 0.7 2144.0 187.0
 4.0 2.0 2.0 3.4 0.6 14.0 574.0
 4.0 1.9 2.1 2.9 1.1 910.0 438.0
 3.0 2.8 0.2 3.6 0.6 504.0 632.0
 5.0 1.8 3.2 4.0 1.0 1027.0 451.0
 5.0 1.9 3.1 3.0 2.0 7480.0 557.0
 4.0 1.7 2.3 3.2 0.8 476.0 379.0
 3.0 1.5 1.5 3.9 0.9 4096.0 467.0
 4.0 2.0 2.0 4.2 0.2 968.0 509.0
 5.0 2.3 2.7 4.0 1.0 6508.0 343.0
 4.0 3.0 1.0 3.9 0.1 19.0 584.0
 2.0 1.6 0.4 3.0 1.0 7713.0 517.0
 4.0 3.1 0.9 3.3 0.7 64.0 31.0
 2.0 2.4 0.4 3.2 1.2 3613.0 407.0
 1.5 2.5 1.0 3.7 2.2 214.0 96.0
 3.5 2.8 0.7 3.9 0.4 197.0 256.0
 4.0 2.7 1.3 3.6 0.4 842.0 480.0
 3.5 2.7 0.8 3.3 0.2 361.0 239.0
 4.0 1.6 2.4 3.6 0.4 7708.0 517.0
 5.0 2.1 2.9 3.9 1.1 106.0 623.0
 1.0 3.4 2.4 3.9 2.9 655.0 522.0
 4.0 1.2 2.8 3.9 0.1 4629.0 546.0
 5.0 2.5 2.5 3.0 2.0 222.0 517.0
 5.0 2.3 2.7 3.1 1.9 3622.0 466.0
 0.5 2.9 2.4 4.1 3.6 121.0 404.0
 5.0 3.5 1.5 2.8 2.2 60.0 224.0
 4.0 3.0 1.0 3.5 0.5 72.0 187.0
 5.0 2.2 2.8 4.1 0.9 3135.0 198.0
 4.0 2.2 1.8 3.6 0.4 901.0 563.0
 2.5 2.0 0.5 3.8 1.3 2730.0 627.0
 5.0 2.7 2.3 4.1 0.9 731.0 362.0
 3.0 2.2 0.8 3.3 0.3 3596.0 121.0
 4.0 2.1 1.9 2.8 1.2 4116.0 286.0
 3.0 1.9 1.1 3.7 0.7 2256.0 357.0
 5.0 3.2 1.8 3.4 1.6 697.0 592.0
 4.0 2.6 1.4 3.7 0.3 702.0 29.0
 4.0 3.3 0.7 3.6 0.4 417.0 439.0
 3.0 2.3 0.7 3.7 0.7 1300.0 614.0
 3.0 2.8 0.2 4.1 1.1 79.0 156.0
 4.0 2.3 1.7 3.4 0.6 1008.0 29.0
 4.0 3.2 0.8 3.5 0.5 483.0 454.0
 2.5 2.7 0.2 3.3 0.8 342.0 312.0
 4.5 1.6 2.9 4.0 0.5 6029.0 345.0
 2.0 1.4 0.6 3.7 1.7 1309.0 314.0
 5.0 2.1 2.9 3.2 1.8 3664.0 226.0
 5.0 3.0 2.0 3.9 1.1 2189.0 350.0
 4.0 1.9 2.1 3.2 0.8 879.0 623.0
 3.0 2.7 0.3 3.2 0.2 424.0 343.0
 5.0 2.5 2.5 3.7 1.3 469.0 533.0
 4.0 3.2 0.8 3.5 0.5 882.0 289.0
 3.0 2.5 0.5 3.6 0.6 226.0 184.0
 3.5 3.3 0.2 4.1 0.6 179.0 7.0
 4.0 3.0 1.0 3.6 0.4 447.0 635.0
 4.0 2.7 1.3 3.7 0.3 128.0 87.0
 4.0 2.9 1.1 3.7 0.3 417.0 93.0
 4.0 2.1 1.9 3.7 0.3 1514.0 579.0
 5.0 2.1 2.9 3.2 1.8 3582.0 550.0
 4.0 2.2 1.8 3.1 0.9 799.0 331.0
 3.5 3.3 0.2 3.7 0.2 1625.0 41.0
 3.0 2.7 0.3 2.9 0.1 68.0 278.0
 4.0 2.5 1.5 3.7 0.3 942.0 219.0
 5.0 2.5 2.5 3.3 1.7 2119.0 181.0
 4.0 3.1 0.9 3.9 0.1 197.0 349.0
 4.0 2.6 1.4 4.2 0.2 736.0 293.0
 3.0 2.1 0.9 3.8 0.8 267.0 194.0
 3.5 1.7 1.8 3.6 0.1 6863.0 387.0
 3.0 2.8 0.2 3.1 0.1 322.0 632.0
 5.0 2.1 2.9 3.5 1.5 1309.0 471.0
 4.5 2.5 2.0 4.3 0.2 4749.0 543.0
 2.5 2.2 0.3 3.0 0.5 1486.0 254.0
 5.0 3.9 1.1 3.2 1.8 90.0 448.0
 3.0 2.2 0.8 2.4 0.6 1315.0 312.0
 3.5 1.5 2.0 2.9 0.6 3654.0 72.0
 4.0 2.6 1.4 3.9 0.1 1005.0 406.0
 3.0 3.2 0.2 3.8 0.8 470.0 457.0
 2.0 1.7 0.3 2.7 0.7 2616.0 563.0
 3.5 1.8 1.7 3.6 0.1 330.0 14.0
 4.0 2.4 1.6 3.9 0.1 92.0 194.0
 2.0 1.7 0.3 2.5 0.5 1117.0 411.0
 1.0 2.6 1.6 2.7 1.7 2066.0 433.0
 3.0 2.1 0.9 3.1 0.1 1410.0 663.0
 1.0 1.4 0.4 2.8 1.8 649.0 14.0
 3.0 2.1 0.9 3.5 0.5 567.0 500.0
 2.0 2.3 0.3 2.9 0.9 2076.0 649.0
 4.0 1.9 2.1 4.0 0.0 4634.0 118.0
 3.5 3.0 0.5 3.4 0.1 279.0 294.0
 2.5 0.9 1.6 3.4 0.9 8201.0 546.0
 5.0 2.9 2.1 3.6 1.4 1300.0 260.0
 3.5 1.7 1.8 4.2 0.7 1591.0 379.0
 2.5 1.3 1.2 2.5 0.0 3765.0 72.0
 4.0 2.9 1.1 4.4 0.4 241.0 429.0
 2.5 2.0 0.5 3.3 0.8 527.0 451.0
 2.5 2.1 0.4 3.4 0.9 5014.0 312.0
 5.0 3.3 1.7 3.7 1.3 1625.0 297.0
 4.0 2.8 1.2 3.7 0.3 447.0 513.0
 4.0 1.6 2.4 3.0 1.0 541.0 212.0
 1.0 1.9 0.9 3.2 2.2 68.0 352.0
 4.0 2.6 1.4 3.0 1.0 399.0 653.0
 1.0 3.3 2.3 3.5 2.5 88.0 244.0
 3.0 2.1 0.9 3.6 0.6 623.0 211.0
 4.0 2.1 1.9 3.8 0.2 2287.0 22.0
 4.5 3.4 1.1 3.9 0.6 519.0 576.0
 3.0 1.7 1.3 3.2 0.2 238.0 438.0
 3.5 2.2 1.3 3.6 0.1 2265.0 422.0
 3.0 2.9 0.1 3.2 0.2 420.0 193.0
 3.0 2.9 0.1 3.9 0.9 106.0 471.0
 4.0 2.2 1.8 3.1 0.9 378.0 60.0
 3.0 1.0 2.0 2.5 0.5 7627.0 546.0
 4.0 2.1 1.9 4.0 0.0 1380.0 586.0
 3.0 2.7 0.3 3.0 0.0 683.0 535.0
 5.0 1.6 3.4 4.3 0.7 4391.0 563.0
 5.0 1.6 3.4 3.6 1.4 3452.0 55.0
 2.5 1.1 1.4 1.8 0.7 7283.0 623.0
 3.0 2.5 0.5 2.9 0.1 325.0 658.0
 4.5 2.8 1.7 3.6 0.9 29.0 470.0
 3.5 2.7 0.8 3.3 0.2 141.0 110.0
 4.0 1.9 2.1 3.7 0.3 1832.0 546.0
 3.5 1.2 2.3 3.3 0.2 3190.0 212.0
 3.0 3.3 0.3 3.2 0.2 90.0 150.0
 1.0 2.0 1.0 2.0 1.0 530.0 305.0
 2.0 1.9 0.1 3.3 1.3 1208.0 508.0
 4.5 2.1 2.4 2.5 2.0 4247.0 168.0
 5.0 2.6 2.4 3.8 1.2 828.0 387.0
 4.0 3.3 0.7 3.4 0.6 824.0 241.0
 2.0 1.7 0.3 2.8 0.8 353.0 467.0
 1.0 2.6 1.6 3.1 2.1 48.0 387.0
 4.0 2.1 1.9 3.8 0.2 344.0 467.0
 3.5 2.6 0.9 3.8 0.3 1690.0 479.0
 3.0 1.3 1.7 3.4 0.4 1798.0 456.0
 2.5 1.5 1.0 3.3 0.8 2200.0 467.0
 3.0 2.2 0.8 3.9 0.9 495.0 211.0
 4.0 3.0 1.0 3.4 0.6 263.0 429.0
 5.0 2.7 2.3 3.3 1.7 146.0 658.0
 4.5 2.9 1.6 4.1 0.4 2245.0 427.0
 4.0 3.0 1.0 4.0 0.0 298.0 218.0
 3.0 1.9 1.1 2.9 0.1 442.0 517.0
 3.0 1.0 2.0 3.5 0.5 7341.0 546.0
 4.0 1.9 2.1 3.1 0.9 2956.0 625.0
 3.0 2.9 0.1 3.5 0.5 1516.0 145.0
 3.0 1.7 1.3 3.3 0.3 4282.0 504.0
 3.5 1.5 2.0 3.5 0.0 1749.0 623.0
 4.5 3.1 1.4 3.8 0.7 287.0 133.0
 3.5 2.6 0.9 4.1 0.6 480.0 162.0
 3.0 3.1 0.1 2.9 0.1 2075.0 172.0
 3.5 1.4 2.1 3.9 0.4 2328.0 467.0
 4.0 1.8 2.2 4.5 0.5 4453.0 101.0
 3.0 1.4 1.6 3.0 0.0 1881.0 474.0
 2.5 0.9 1.6 2.6 0.1 5879.0 261.0
 1.5 2.1 0.6 2.8 1.3 148.0 546.0
 3.0 1.9 1.1 3.2 0.2 408.0 438.0
 3.5 1.4 2.1 3.0 0.5 3312.0 47.0
 4.0 2.4 1.6 4.2 0.2 275.0 595.0
 4.0 2.4 1.6 3.8 0.2 2230.0 598.0
 5.0 2.5 2.5 3.4 1.6 5098.0 646.0
 3.0 1.8 1.2 2.7 0.3 1116.0 366.0
 5.0 3.0 2.0 3.9 1.1 161.0 536.0
 4.0 3.0 1.0 3.5 0.5 658.0 607.0
 3.5 1.2 2.3 3.3 0.2 6145.0 310.0
 5.0 3.0 2.0 3.5 1.5 441.0 213.0
 4.0 2.4 1.6 3.4 0.6 315.0 387.0
 2.0 2.8 0.8 3.5 1.5 90.0 647.0
 4.0 2.6 1.4 3.5 0.5 272.0 9.0
 0.5 2.9 2.4 3.5 3.0 658.0 151.0
 4.0 3.0 1.0 3.2 0.8 281.0 145.0
 5.0 3.3 1.7 2.9 2.1 725.0 328.0
 4.0 1.8 2.2 3.8 0.2 831.0 579.0
 5.0 2.5 2.5 4.2 0.8 2336.0 584.0
 4.0 2.8 1.2 3.9 0.1 172.0 6.0
 3.0 1.7 1.3 3.6 0.6 253.0 314.0
 3.0 1.9 1.1 3.7 0.7 4525.0 574.0
 5.0 3.1 1.9 4.1 0.9 3135.0 200.0
 4.0 2.5 1.5 3.7 0.3 414.0 401.0
 3.0 1.7 1.3 2.4 0.6 4591.0 574.0
 5.0 1.9 3.1 2.8 2.2 4651.0 127.0
 4.0 1.2 2.8 3.0 1.0 7426.0 467.0
 3.5 2.1 1.4 4.0 0.5 1276.0 614.0
 2.0 1.6 0.4 3.8 1.8 2999.0 546.0
 3.0 2.1 0.9 2.7 0.3 3382.0 513.0
 5.0 2.7 2.3 3.1 1.9 1455.0 332.0
 4.0 3.0 1.0 3.6 0.4 9.0 646.0
 4.0 1.1 2.9 4.5 0.5 4121.0 546.0
 4.0 3.3 0.7 3.6 0.4 492.0 477.0
 5.0 3.6 1.4 3.8 1.2 57.0 545.0
 4.0 3.0 1.0 3.8 0.2 929.0 646.0
 5.0 3.4 1.6 3.1 1.9 278.0 655.0
 5.0 2.7 2.3 3.9 1.1 38.0 85.0
 5.0 1.7 3.3 3.4 1.6 2675.0 563.0
 1.0 3.2 2.2 3.7 2.7 232.0 400.0
 3.0 2.8 0.2 3.6 0.6 110.0 490.0
 5.0 2.9 2.1 3.8 1.2 663.0 308.0
 3.0 2.6 0.4 3.0 0.0 751.0 466.0
 4.0 3.3 0.7 2.5 1.5 2251.0 46.0
 3.0 2.7 0.3 3.9 0.9 464.0 137.0
 2.5 1.6 0.9 3.3 0.8 8479.0 579.0
 2.0 2.4 0.4 2.9 0.9 433.0 305.0
 3.0 2.3 0.7 3.9 0.9 807.0 327.0
 4.0 2.9 1.1 3.8 0.2 170.0 243.0
 2.5 2.8 0.3 4.0 1.5 630.0 177.0
 2.0 1.8 0.2 3.7 1.7 2004.0 460.0
 3.0 2.3 0.7 3.5 0.5 346.0 508.0
 2.5 2.9 0.4 3.7 1.2 334.0 479.0
 5.0 2.3 2.7 4.2 0.8 1957.0 231.0
 1.5 1.5 0.0 3.6 2.1 1452.0 14.0
 5.0 3.4 1.6 4.4 0.6 740.0 558.0
 3.0 2.0 1.0 2.7 0.3 1156.0 366.0
 3.5 2.3 1.2 3.1 0.4 3333.0 129.0
 5.0 3.4 1.6 3.8 1.2 348.0 274.0
 0.5 1.4 0.9 3.6 3.1 1317.0 261.0
 3.0 2.2 0.8 2.5 0.5 4572.0 117.0
 2.5 1.6 0.9 3.2 0.7 7741.0 521.0
 2.0 2.5 0.5 2.9 0.9 319.0 84.0
 5.0 3.3 1.7 3.5 1.5 171.0 353.0
 4.5 2.8 1.7 4.0 0.5 3105.0 478.0
 3.0 2.2 0.8 3.9 0.9 402.0 78.0
 5.0 1.9 3.1 3.8 1.2 4560.0 116.0
 5.0 3.3 1.7 3.8 1.2 181.0 247.0
 3.0 2.8 0.2 3.0 0.0 701.0 486.0
 0.5 2.0 1.5 3.2 2.7 4110.0 76.0
 1.0 3.2 2.2 4.1 3.1 198.0 568.0
 4.0 2.9 1.1 3.8 0.2 170.0 338.0
 4.0 2.3 1.7 3.7 0.3 576.0 198.0
 1.0 2.0 1.0 3.4 2.4 409.0 188.0
 4.0 2.1 1.9 3.2 0.8 320.0 164.0
