 real U  UE   I  IE  tr  trE gbe gbeE  user  film
 4.0 5.0 1.0 5.0 1.0 4.1 0.1 4.3 0.3 3500.0 1445.0
 1.0 1.0 0.0 2.0 1.0 2.1 1.1 2.1 1.1 807.0 1167.0
 3.0 4.0 1.0 3.0 0.0 3.5 0.5 3.8 0.8 2152.0 3086.0
 4.0 5.0 1.0 4.0 0.0 4.4 0.4 4.6 0.6 5004.0 1220.0
 4.0 3.0 1.0 5.0 1.0 3.7 0.3 4.1 0.1 4386.0 3033.0
 5.0 3.0 2.0 3.0 2.0 3.8 1.2 4.4 0.6 3777.0 3209.0
 1.0 2.0 1.0 3.0 2.0 3.0 2.0 3.1 2.1 5953.0 2523.0
 4.0 4.0 0.0 3.0 1.0 3.1 0.9 3.2 0.8 5425.0 2430.0
 4.0 4.0 0.0 4.0 0.0 3.5 0.5 3.6 0.4 3960.0 1346.0
 4.0 3.0 1.0 4.0 0.0 4.0 0.0 4.2 0.2 3909.0 3507.0
 4.0 3.0 1.0 4.0 0.0 4.3 0.3 4.4 0.4 1751.0 540.0
 4.0 4.0 0.0 3.0 1.0 4.4 0.4 4.6 0.6 4344.0 749.0
 5.0 3.0 2.0 2.0 3.0 3.7 1.3 4.0 1.0 4737.0 2405.0
 4.0 5.0 1.0 4.0 0.0 4.3 0.3 4.5 0.5 5438.0 2857.0
 4.0 4.0 0.0 4.0 0.0 3.3 0.7 3.7 0.3 4304.0 3806.0
 4.0 4.0 0.0 4.0 0.0 3.6 0.4 3.8 0.2 5305.0 596.0
 4.0 1.0 3.0 3.0 1.0 2.6 1.4 2.8 1.2 1688.0 437.0
 4.0 4.0 0.0 5.0 1.0 3.9 0.1 4.4 0.4 3473.0 823.0
 1.0 4.0 3.0 1.0 0.0 3.3 2.3 3.8 2.8 4006.0 2599.0
 4.0 4.0 0.0 3.0 1.0 3.1 0.9 3.6 0.4 1435.0 2723.0
 3.0 1.0 2.0 3.0 0.0 3.4 0.4 3.6 0.6 2594.0 1644.0
 4.0 4.0 0.0 4.0 0.0 4.5 0.5 5.0 1.0 325.0 903.0
 5.0 5.0 0.0 5.0 0.0 4.4 0.6 4.5 0.5 5255.0 1249.0
 3.0 4.0 1.0 3.0 0.0 4.1 1.1 4.2 1.2 3153.0 1199.0
 5.0 4.0 1.0 4.0 1.0 4.2 0.8 4.4 0.6 4501.0 677.0
 5.0 4.0 1.0 5.0 0.0 4.3 0.7 4.7 0.3 4193.0 1135.0
 4.0 1.0 3.0 2.0 2.0 4.4 0.4 4.7 0.7 1978.0 592.0
 5.0 3.0 2.0 5.0 0.0 4.2 0.8 4.3 0.7 5857.0 1213.0
 4.0 4.0 0.0 2.0 2.0 3.5 0.5 3.8 0.2 3024.0 1082.0
 3.0 4.0 1.0 5.0 2.0 4.0 1.0 4.1 1.1 3174.0 3181.0
 4.0 4.0 0.0 2.0 2.0 3.4 0.6 3.6 0.4 1202.0 2469.0
 5.0 3.0 2.0 5.0 0.0 4.5 0.5 5.0 0.0 5483.0 526.0
 2.0 4.0 2.0 2.0 0.0 3.3 1.3 3.3 1.3 3734.0 2001.0
 5.0 5.0 0.0 5.0 0.0 3.7 1.3 3.8 1.2 5805.0 153.0
 5.0 4.0 1.0 4.0 1.0 4.1 0.9 4.3 0.7 67.0 2996.0
 4.0 4.0 0.0 1.0 3.0 3.8 0.2 4.0 0.0 108.0 3027.0
 4.0 4.0 0.0 3.0 1.0 4.1 0.1 4.5 0.5 21.0 2917.0
 3.0 1.0 2.0 4.0 1.0 3.2 0.2 3.6 0.6 4120.0 2783.0
 4.0 5.0 1.0 5.0 1.0 4.1 0.1 4.2 0.2 4458.0 2996.0
 4.0 3.0 1.0 4.0 0.0 3.8 0.2 3.8 0.2 3019.0 2970.0
 5.0 4.0 1.0 4.0 1.0 3.8 1.2 3.9 1.1 3226.0 1682.0
 5.0 3.0 2.0 5.0 0.0 4.3 0.7 5.1 0.1 3323.0 1271.0
 5.0 4.0 1.0 2.0 3.0 3.9 1.1 4.2 0.8 5995.0 1681.0
 5.0 5.0 0.0 5.0 0.0 4.4 0.6 4.9 0.1 5328.0 3306.0
 4.0 5.0 1.0 2.0 2.0 4.1 0.1 4.4 0.4 2776.0 1088.0
 4.0 4.0 0.0 4.0 0.0 3.8 0.2 4.3 0.3 3313.0 2871.0
 4.0 2.0 2.0 3.0 1.0 2.9 1.1 3.4 0.6 4284.0 2265.0
 2.0 4.0 2.0 5.0 3.0 3.1 1.1 3.2 1.2 5082.0 1486.0
 3.0 4.0 1.0 2.0 1.0 3.7 0.7 4.4 1.4 5361.0 2986.0
 3.0 5.0 2.0 4.0 1.0 4.3 1.3 4.7 1.7 4277.0 2027.0
 5.0 4.0 1.0 2.0 3.0 2.5 2.5 2.5 2.5 1687.0 2003.0
 1.0 3.0 2.0 2.0 1.0 3.7 2.7 3.8 2.8 5351.0 1981.0
 4.0 4.0 0.0 2.0 2.0 3.6 0.4 3.9 0.1 2823.0 2005.0
 4.0 4.0 0.0 3.0 1.0 4.4 0.4 4.6 0.6 2308.0 1192.0
 3.0 5.0 2.0 4.0 1.0 4.3 1.3 4.9 1.9 1448.0 909.0
 1.0 4.0 3.0 1.0 0.0 3.8 2.8 4.4 3.4 4444.0 1353.0
 1.0 4.0 3.0 1.0 0.0 3.7 2.7 4.7 3.7 162.0 1683.0
 4.0 1.0 3.0 3.0 1.0 4.0 0.0 5.1 1.1 2710.0 1209.0
 5.0 3.0 2.0 3.0 2.0 3.8 1.2 3.9 1.1 5045.0 1928.0
 3.0 3.0 0.0 2.0 1.0 3.6 0.6 3.9 0.9 3486.0 2057.0
 3.0 5.0 2.0 3.0 0.0 4.3 1.3 4.5 1.5 3962.0 1171.0
 4.0 2.0 2.0 4.0 0.0 3.4 0.6 3.5 0.5 1100.0 1374.0
 2.0 3.0 1.0 2.0 0.0 3.5 1.5 3.5 1.5 938.0 3297.0
 4.0 4.0 0.0 4.0 0.0 3.4 0.6 3.7 0.3 1496.0 2104.0
 4.0 4.0 0.0 4.0 0.0 3.7 0.3 4.2 0.2 4732.0 2405.0
 3.0 5.0 2.0 3.0 0.0 3.8 0.8 4.5 1.5 776.0 1124.0
 1.0 3.0 2.0 1.0 0.0 2.2 1.2 2.4 1.4 620.0 1978.0
 2.0 2.0 0.0 3.0 1.0 3.2 1.2 3.5 1.5 1376.0 316.0
 5.0 4.0 1.0 5.0 0.0 4.6 0.4 4.9 0.1 5579.0 317.0
 5.0 4.0 1.0 2.0 3.0 4.4 0.6 4.4 0.6 3708.0 911.0
 5.0 3.0 2.0 4.0 1.0 3.7 1.3 3.7 1.3 4770.0 2086.0
 4.0 4.0 0.0 3.0 1.0 3.9 0.1 4.1 0.1 5825.0 1922.0
 5.0 3.0 2.0 4.0 1.0 4.0 1.0 4.2 0.8 148.0 1264.0
 4.0 3.0 1.0 1.0 3.0 2.3 1.7 2.6 1.4 1205.0 1968.0
 3.0 4.0 1.0 3.0 0.0 4.0 1.0 4.2 1.2 5970.0 496.0
 4.0 3.0 1.0 5.0 1.0 3.8 0.2 4.1 0.1 4387.0 479.0
 4.0 2.0 2.0 3.0 1.0 3.8 0.2 4.0 0.0 2019.0 3177.0
 5.0 4.0 1.0 5.0 0.0 4.0 1.0 4.0 1.0 1332.0 3361.0
 4.0 3.0 1.0 3.0 1.0 3.6 0.4 3.7 0.3 2985.0 3555.0
 5.0 3.0 2.0 2.0 3.0 3.9 1.1 4.4 0.6 4749.0 222.0
 3.0 1.0 2.0 3.0 0.0 3.2 0.2 3.4 0.4 1072.0 3098.0
 1.0 3.0 2.0 2.0 1.0 3.1 2.1 3.5 2.5 3215.0 1370.0
 4.0 4.0 0.0 2.0 2.0 3.6 0.4 4.0 0.0 1049.0 3475.0
 3.0 3.0 0.0 3.0 0.0 2.5 0.5 2.6 0.4 779.0 2807.0
 1.0 1.0 0.0 1.0 0.0 2.2 1.2 2.3 1.3 3326.0 159.0
 5.0 4.0 1.0 5.0 0.0 4.1 0.9 4.3 0.7 523.0 1089.0
 5.0 4.0 1.0 4.0 1.0 3.5 1.5 4.0 1.0 608.0 779.0
 3.0 2.0 1.0 4.0 1.0 4.3 1.3 4.7 1.7 4610.0 2570.0
 1.0 1.0 0.0 1.0 0.0 2.1 1.1 2.9 1.9 244.0 691.0
 3.0 3.0 0.0 2.0 1.0 3.9 0.9 4.5 1.5 3777.0 1256.0
 5.0 1.0 4.0 3.0 2.0 3.1 1.9 3.3 1.7 330.0 536.0
 5.0 3.0 2.0 3.0 2.0 3.8 1.2 4.2 0.8 3915.0 15.0
 3.0 1.0 2.0 2.0 1.0 2.7 0.3 2.8 0.2 1446.0 2573.0
 2.0 3.0 1.0 1.0 1.0 2.4 0.4 3.2 1.2 4160.0 3801.0
 4.0 3.0 1.0 4.0 0.0 3.9 0.1 4.1 0.1 5481.0 627.0
 4.0 4.0 0.0 3.0 1.0 4.0 0.0 4.1 0.1 5334.0 3362.0
 3.0 4.0 1.0 5.0 2.0 4.2 1.2 4.2 1.2 2896.0 1282.0
 4.0 2.0 2.0 2.0 2.0 2.7 1.3 2.8 1.2 1819.0 1990.0
 3.0 5.0 2.0 3.0 0.0 4.0 1.0 4.0 1.0 5939.0 2335.0
 2.0 1.0 1.0 1.0 1.0 2.6 0.6 3.0 1.0 2108.0 3837.0
 3.0 3.0 0.0 3.0 0.0 4.5 1.5 4.7 1.7 1217.0 1197.0
 4.0 3.0 1.0 3.0 1.0 3.4 0.6 3.8 0.2 3030.0 1784.0

User-similarity based SVD algorithm RMSE: 1.3917614738165445
Item-similarity based SVD algorithm RMSE: 1.2841339493993607
Trivial prediction by average rating RMSE: 0.9819758522692429
Global Baseline Estimate RMSE: 1.0644110586675657
